assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,xP,position
0,0,15,1,1.5,104,0.01,0.01,0.0,0.36,13,0,0,0.2,0.0,2023-08-19,77,10,0,0,0,0,2,0,28443,1,3,0,0.0,5,-611,1516,2127,45,False,1,0,0,0.0,80,Fulham,Brentford,0,3,22287,2023,605102,0.0,0,0,0,0.0,0.097989834845066,0.097989834845066,2,3,2.5,DEF
0,0,13,0,3.8,104,0.01,0.01,0.0,0.8,23,1,0,1.8,12.4,2023-08-26,90,8,0,0,0,0,3,0,30986,1,1,1,2.0,2,1008,2541,1533,45,True,0,0,0,0.0,90,Brentford,Crystal Palace,1,1,22298,2023,606892,0.0,0,0,0,0.0,0.1610779464244842,0.1610779464244842,2,2,2.3,DEF
0,0,19,0,1.2,104,0.02,0.06,0.04,2.02,32,2,0,1.8,15.6,2023-09-02,81,3,0,0,0,0,4,0,32460,1,2,2,1.0,1,425,2106,1681,45,True,0,0,1,0.0198398008942604,85,Brentford,Bournemouth,2,2,21928,2023,608645,0.0,0,0,0,0.0198398008942604,0.3406565487384796,0.3208167552947998,2,2,2.0,DEF
0,0,6,0,1.3,104,0.0,0.04,0.04,1.43,46,1,0,3.2,10.0,2023-09-16,81,15,0,0,0,0,5,0,31643,1,0,1,21.0,1,-1450,1167,2617,45,False,1,0,1,0.0772959068417549,87,Newcastle United,Brentford,1,0,21943,2023,610660,0.0,0,0,0,0.0772959068417549,0.1118383929133415,0.0345424897968769,2,4,0.8,DEF
0,0,6,0,2.3,104,0.0,0.05,0.05,1.81,52,3,0,0.6,0.0,2023-09-23,72,9,0,0,0,0,6,0,40715,1,3,1,5.0,1,7774,9968,2194,45,True,0,0,2,0.0392810441553592,76,Brentford,Everton,1,3,21949,2023,612334,0.0,0,0,0,0.0392810441553592,0.0392810441553592,0.0217868648469448,2,2,1.2,DEF
0,0,0,0,4.7,104,0.01,0.01,0.0,0.22,67,1,0,0.7,2.0,2023-10-01,68,16,0,0,0,0,7,0,37736,1,1,1,0.0,1,-2717,2017,4734,45,False,1,0,0,0.0,71,Nottingham Forest,Brentford,1,1,21963,2023,615262,0.0,0,0,0,0.0,0.0,0.0,2,2,1.0,DEF
0,0,0,0,0.8,104,0.0,0.04,0.04,1.43,78,2,0,0.0,0.0,2023-10-07,90,14,0,0,0,0,8,0,35402,1,1,2,2.0,0,-2540,1064,3604,45,False,1,0,2,0.0452882163226604,90,Manchester United,Brentford,2,1,21972,2023,616482,0.0,0,0,0,0.0452882163226604,0.0,0.0,2,4,0.2,DEF
0,0,21,1,2.0,104,0.0,0.0,0.0,1.11,95,0,0,2.0,15.6,2023-10-28,83,7,0,0,0,0,10,0,27521,1,2,0,2.0,6,-1095,569,1664,45,False,0,0,0,0.0,87,Chelsea,Brentford,0,2,21989,2023,619575,0.0,0,0,0,0.0,0.3632629215717315,0.3632629215717315,2,3,2.0,DEF
0,0,25,1,0.0,17,0.01,0.01,0.0,1.06,12,0,0,1.5,15.4,2023-08-21,90,8,0,0,0,0,2,2,1625661,1,1,0,0.0,6,-46452,45504,91956,50,False,0,0,0,0.0,90,Crystal Palace,Arsenal,0,1,22294,2023,606382,0.0,0,0,0,0.0,0.0,0.0,5,2,4.5,GK
0,0,10,0,0.0,17,0.0,0.0,0.0,0.53,21,2,0,1.2,12.2,2023-08-26,90,10,0,0,0,0,3,1,1657162,1,2,2,0.0,1,-23232,53491,76723,50,True,0,0,0,0.0,90,Arsenal,Fulham,2,2,22297,2023,606917,0.0,0,0,0,0.0,0.0,0.0,2,5,3.5,GK
0,0,10,0,0.0,17,0.0,0.0,0.0,0.96,31,1,0,1.1,10.8,2023-09-03,90,14,0,0,0,0,4,1,1577658,1,1,3,0.0,2,-97431,26035,123466,50,True,0,0,0,0.0,90,Arsenal,Manchester United,3,1,21934,2023,609644,0.0,0,0,0,0.0,0.0879754796624183,0.0879754796624183,3,5,2.8,GK
0,0,22,1,0.0,17,0.0,0.0,0.0,1.11,121,0,0,0.5,4.8,2023-11-25,90,4,0,0,0,0,13,1,789227,1,1,0,0.0,6,-10715,23633,34348,47,False,0,0,0,0.0,90,Brentford,Arsenal,0,1,22015,2023,625130,0.0,0,0,0,0.0,0.4357554018497467,0.4357554018497467,5,2,2.5,GK
0,0,13,0,0.0,17,0.0,0.0,0.0,0.97,271,1,0,1.7,17.4,2024-03-09,90,4,0,0,0,0,28,3,619287,1,1,2,0.0,3,5156,11280,6124,45,True,0,0,0,0.0,90,Arsenal,Brentford,2,1,22166,2023,646870,0.0,0,0,0,0.0,0.1529767215251922,0.1529767215251922,2,5,1.8,GK
0,0,11,0,12.2,401,0.1,0.1,0.0,1.25,18,1,0,2.0,5.8,2023-08-19,65,18,0,0,0,0,2,0,382753,1,0,2,2.0,1,159885,174411,14526,45,False,1,0,0,0.0,69,Tottenham,Manchester United,2,0,22290,2023,605261,0.1263141483068466,0,1,0,0.0,1.3666516542434692,1.3666516542434692,3,4,7.0,DEF
0,0,15,0,5.8,401,0.04,0.04,0.0,1.24,28,2,0,2.7,18.8,2023-08-26,90,16,0,0,0,0,3,0,584869,1,2,3,2.0,0,147802,188893,41091,46,True,1,0,0,0.0,90,Manchester United,Nottingham Forest,3,2,22300,2023,606949,0.0,0,0,0,0.0,0.6768145561218262,0.6768145561218262,2,4,4.8,DEF
0,0,15,0,1.6,401,0.01,0.01,0.0,2.27,31,3,0,2.9,27.2,2023-09-03,90,1,0,0,0,0,4,0,552816,1,1,3,0.0,1,-40128,44922,85050,46,False,0,0,0,0.0,90,Arsenal,Manchester United,3,1,21934,2023,609661,0.0,0,0,0,0.0,0.2339100092649459,0.2339100092649459,3,5,3.5,DEF
0,0,5,0,0.3,401,0.0,0.0,0.0,0.74,45,0,0,0.4,3.2,2023-09-16,5,5,0,0,0,0,5,0,571645,0,3,1,0.0,1,-4053,49598,53651,46,True,0,0,0,0.0,2,Manchester United,Brighton,1,3,21940,2023,610445,0.0,0,0,0,0.0,0.0,0.0,2,4,1.2,DEF
0,2,29,1,4.5,401,0.01,0.01,0.0,1.01,104,0,0,3.1,22.6,2023-11-04,90,10,0,0,0,0,11,0,200028,1,1,0,4.0,8,-3259,4499,7758,44,False,0,0,0,0.0,90,Fulham,Manchester United,0,1,21998,2023,621202,0.0,0,0,0,0.0,0.1154896542429924,0.1154896542429924,3,3,3.2,DEF
0,0,6,0,0.8,401,0.01,0.01,0.0,1.14,123,0,0,0.9,7.8,2023-11-26,14,9,0,0,0,0,13,0,265194,0,3,0,0.0,1,-6575,9442,16017,44,False,0,0,0,0.0,12,Everton,Manchester United,0,3,22017,2023,625820,0.0,0,0,0,0.0,0.0,0.0,3,2,3.5,DEF
0,0,12,0,1.3,401,0.0,0.03,0.03,2.65,138,1,0,1.6,10.4,2023-12-02,79,15,0,0,0,0,14,0,254606,1,0,1,4.0,2,-11241,4470,15711,44,False,0,0,1,0.022585567086935,81,Newcastle United,Manchester United,1,0,22032,2023,626945,0.0,0,0,0,0.022585567086935,0.022585567086935,0.0,3,4,2.8,DEF
0,0,13,0,4.6,401,0.02,0.02,0.0,1.36,179,2,0,1.8,13.2,2023-12-23,90,19,0,0,0,0,18,0,224895,1,0,2,0.0,1,-4095,3116,7211,44,False,0,0,0,0.0,90,West Ham,Manchester United,2,0,22072,2023,632531,0.0,0,0,0,0.0,0.1031787022948265,0.1031787022948265,3,3,1.2,DEF
0,0,17,0,0.9,401,0.0,0.0,0.0,1.68,188,2,0,1.7,16.4,2023-12-26,90,2,0,0,0,0,19,0,221437,1,2,3,0.0,1,-4062,1207,5269,44,True,0,0,0,0.0,90,Manchester United,Aston Villa,3,2,22082,2023,633034,0.0,0,0,0,0.0,0.2161154597997665,0.2161154597997665,3,4,1.2,DEF
0,0,12,0,14.2,401,0.05,0.09,0.04,0.74,197,2,0,4.2,15.2,2023-12-30,89,16,0,0,0,0,20,0,220328,1,1,2,13.0,1,-1664,3066,4730,44,False,0,0,1,0.0537554509937763,90,Nottingham Forest,Manchester United,2,1,22091,2023,633655,0.0427056923508644,0,1,0,0.0537554509937763,0.1751162558794021,0.1213608086109161,3,2,1.0,DEF
0,0,13,0,1.7,401,0.01,0.01,0.0,1.36,208,2,0,2.8,24.2,2024-01-14,90,18,0,0,0,0,21,0,214166,1,2,2,2.0,0,-6681,3447,10128,44,True,1,0,0,0.0,90,Manchester United,Tottenham,2,2,22099,2023,635459,0.0,0,0,0,0.0,0.4528437852859497,0.4528437852859497,3,4,0.7,DEF
0,0,15,0,8.0,401,0.05,0.05,0.0,2.6,293,1,0,3.2,24.0,2024-03-30,90,4,0,0,0,0,30,0,177565,1,1,1,0.0,1,1361,2301,940,44,False,1,0,0,0.0,90,Brentford,Manchester United,1,1,22187,2023,650221,0.0,0,0,0,0.0,0.0767754390835762,0.0767754390835762,3,2,0.3,DEF
0,0,9,0,1.5,401,0.02,0.02,0.0,3.04,307,4,0,2.7,21.4,2024-04-04,90,7,0,0,0,0,31,0,178461,1,3,4,4.0,0,725,1357,632,44,False,0,0,0,0.0,90,Chelsea,Manchester United,4,3,22201,2023,651287,0.0,0,0,0,0.0,0.4807007908821106,0.4807007908821106,3,3,0.3,DEF
1,0,17,0,21.9,401,0.02,0.02,0.0,3.59,317,2,0,5.7,35.0,2024-04-07,90,11,0,0,0,0,32,0,178880,1,2,2,0.0,4,236,1107,871,44,True,0,0,0,0.0,90,Manchester United,Liverpool,2,2,22211,2023,652390,0.1318117082118988,1,2,0,0.0,0.1318117082118988,0.0,4,4,0.7,DEF
0,0,9,0,13.1,401,0.05,0.05,0.0,1.75,322,2,0,3.4,13.0,2024-04-13,90,3,0,0,0,0,33,0,185135,1,2,2,8.0,1,5700,6697,997,44,False,0,0,0,0.0,90,Bournemouth,Manchester United,2,2,22215,2023,653521,0.0205961167812347,0,1,0,0.0,0.1760942637920379,0.1554981470108032,3,2,1.5,DEF
0,0,13,0,6.9,401,0.03,0.03,0.0,0.77,288,2,0,1.9,10.4,2024-04-24,90,17,0,0,0,0,34,0,191204,1,2,4,2.0,1,5574,7377,1803,44,True,0,0,0,0.0,90,Manchester United,Sheffield United,4,2,22182,2023,656277,0.0,0,0,0,0.0,1.4449577331542969,1.4449577331542969,2,4,1.9,DEF
0,0,10,0,11.8,401,0.02,0.02,0.0,2.06,345,1,0,2.8,14.6,2024-04-27,90,6,0,0,0,0,35,0,196070,1,1,1,2.0,2,4621,9455,4834,44,True,0,0,0,0.0,90,Manchester United,Burnley,1,1,22239,2023,656977,0.0491763427853584,0,1,0,0.0,0.2124345451593399,0.163258209824562,2,4,2.1,DEF
0,0,12,0,16.6,401,0.05,0.05,0.0,1.47,356,4,0,3.5,18.0,2024-05-06,90,8,0,0,0,0,36,0,199258,1,0,4,0.0,0,3037,6304,3267,44,False,0,0,0,0.0,90,Crystal Palace,Manchester United,4,0,22250,2023,660056,0.075659267604351,0,1,0,0.0,0.075659267604351,0.075659267604351,3,2,1.0,DEF
0,0,16,0,3.8,401,0.03,0.03,0.0,1.71,365,1,0,1.9,13.2,2024-05-12,86,1,0,0,0,0,37,0,220764,1,1,0,2.0,2,17363,21369,4006,44,True,0,0,0,0.0,90,Manchester United,Arsenal,0,1,22259,2023,661276,0.0,0,0,0,0.0,0.15142323076725,0.15142323076725,5,4,1.4,DEF
0,0,11,0,25.4,401,0.16,0.2,0.04,2.32,337,2,0,5.8,23.8,2024-05-15,90,15,0,0,0,0,37,0,220764,1,2,3,9.0,1,17363,21369,4006,44,True,0,0,1,0.0698711648583412,90,Manchester United,Newcastle United,3,2,22231,2023,662115,0.0784439370036125,0,2,0,0.0698711648583412,0.1483151018619537,0.020153135061264,3,4,1.4,DEF
0,0,2,0,15.0,249,0.03,0.12,0.09,3.11,11,4,0,2.4,0.6,2023-08-20,90,2,0,0,0,0,2,0,21324,1,0,4,8.0,2,-952,1981,2933,55,False,0,0,1,0.1042389571666717,90,Aston Villa,Everton,4,0,22292,2023,605762,0.0328276865184307,0,1,0,0.1042389571666717,0.1370666474103927,0.0,2,4,2.0,MID
0,0,10,0,14.4,249,0.1,0.31,0.21,1.16,27,1,0,8.0,20.6,2023-08-26,90,20,0,0,0,0,3,0,20102,1,1,0,45.0,2,-2223,1399,3622,55,True,0,0,1,0.3802878558635711,90,Everton,Wolverhampton Wanderers,0,1,22299,2023,606870,0.0857687518000602,0,1,0,0.3802878558635711,0.5171668529510498,0.0511102527379989,2,2,2.0,MID
0,2,25,0,22.3,249,0.03,1.1,1.07,1.24,40,2,1,15.5,45.6,2023-09-02,90,17,0,0,0,0,4,0,21814,1,2,2,87.0,8,458,3828,3370,55,False,1,1,4,1.5657720565795898,90,Sheffield United,Everton,2,2,21926,2023,608358,0.1682865619659423,0,2,1,1.5657720565795898,0.6277039051055908,0.3898004293441772,2,2,4.0,MID
0,0,14,0,21.7,249,0.0,0.0,0.0,1.02,43,1,0,3.5,10.8,2023-09-17,79,1,0,0,0,0,5,0,21531,1,1,0,2.0,2,-1757,2540,4297,55,True,0,0,0,0.0,84,Everton,Arsenal,0,1,21941,2023,611277,0.0271877441555261,0,2,0,0.0,0.1208396032452583,0.0936518535017967,5,2,3.5,MID
0,0,25,0,19.0,249,0.05,0.17,0.12,1.04,52,1,1,8.0,33.8,2023-09-23,90,4,0,0,0,0,6,0,24242,1,3,1,27.0,7,1890,4159,2269,55,False,0,1,2,0.4742571413516998,90,Brentford,Everton,1,3,21949,2023,612354,0.0602552108466625,0,1,1,0.4742571413516998,0.2204031199216842,0.0584498234093189,2,2,4.8,MID
1,0,19,0,41.3,249,0.2,0.57,0.37,0.89,63,2,0,9.4,13.4,2023-09-30,59,12,0,0,0,0,7,0,94777,1,2,1,39.0,4,62378,71739,9361,55,True,0,0,1,0.551044225692749,66,Everton,Luton,1,2,21956,2023,614578,0.1627755910158157,0,3,0,0.551044225692749,0.2828570306301117,0.2023991793394088,2,2,4.8,MID
0,0,29,1,28.2,249,0.22,1.36,1.14,0.72,75,0,1,14.8,45.4,2023-10-07,90,3,0,0,0,0,8,0,99354,1,0,3,74.0,8,6918,24069,17151,55,True,0,1,5,1.3135229349136353,90,Everton,Bournemouth,3,0,21969,2023,616409,0.2183580845594406,0,2,1,1.3135229349136353,1.972717523574829,0.5018707513809204,2,2,6.3,MID
0,0,13,0,3.0,249,0.0,0.0,0.0,2.24,85,2,0,2.0,16.6,2023-10-21,90,11,0,0,0,0,9,0,90741,1,0,2,0.0,2,-8458,13465,21923,55,False,0,0,0,0.0,90,Liverpool,Everton,2,0,21979,2023,617773,0.0,0,0,0,0.0,0.0572747178375721,0.0572747178375721,2,5,4.2,MID
0,0,4,1,12.8,249,0.01,0.2,0.19,0.66,99,0,0,3.8,7.0,2023-10-29,90,19,0,0,0,0,10,0,74587,1,1,0,18.0,3,-16282,3320,19602,55,False,0,0,2,0.3365400433540344,90,West Ham,Everton,0,1,21993,2023,620348,0.0170957539230585,0,1,0,0.3365400433540344,0.3568878471851349,0.0683118775486946,2,3,4.3,MID
0,0,0,0,2.9,249,0.01,0.11,0.1,0.53,103,1,0,2.6,0.0,2023-11-04,90,5,0,0,0,0,11,0,78344,1,1,1,23.0,1,2244,11115,8871,55,True,1,0,1,0.0931274592876434,90,Everton,Brighton,1,1,21997,2023,621589,0.0,0,0,0,0.0931274592876434,0.0931274592876434,0.0,2,2,2.0,MID
1,2,30,0,3.2,249,0.02,0.76,0.74,2.24,116,2,1,5.9,35.0,2023-11-11,90,8,0,0,0,0,12,0,62832,1,3,2,21.0,11,-14998,2478,17476,55,False,1,1,1,0.5142743587493896,90,Crystal Palace,Everton,2,3,22010,2023,623312,0.0,0,0,1,0.5142743587493896,1.0743011236190796,1.0743011236190796,2,2,3.8,MID
0,0,0,0,33.7,249,0.11,0.37,0.26,2.18,123,3,0,5.3,4.0,2023-11-26,89,14,0,0,0,0,13,0,83493,1,3,0,15.0,1,17743,22865,5122,55,True,1,0,2,0.1364535540342331,90,Everton,Manchester United,0,3,22017,2023,625800,0.1594198197126388,0,3,0,0.1364535540342331,0.725562572479248,0.5264447927474976,3,2,3.8,MID
0,0,8,1,13.6,249,0.03,0.03,0.0,0.71,139,0,0,2.8,10.8,2023-12-02,90,16,0,0,0,0,14,0,93186,1,1,0,4.0,3,9460,17189,7729,55,False,0,0,0,0.0,90,Nottingham Forest,Everton,0,1,22033,2023,626834,0.2298863679170608,0,1,0,0.0,0.2298863679170608,0.0,2,2,4.0,MID
0,1,29,1,22.9,249,0.03,0.6,0.57,1.58,144,0,1,9.7,41.6,2023-12-07,90,15,0,0,0,0,15,0,85295,1,0,3,32.0,9,-7637,5573,13210,55,True,0,1,3,0.6113792657852173,90,Everton,Newcastle United,3,0,22037,2023,628177,0.1009375602006912,0,2,1,0.6113792657852173,1.294528841972351,0.582211971282959,3,2,5.5,MID
0,2,25,1,4.4,249,0.01,0.21,0.2,0.93,154,0,1,6.9,37.2,2023-12-10,90,7,0,0,0,0,16,0,101460,1,0,2,27.0,10,14937,20804,5867,55,True,0,1,3,0.4837169945240021,90,Everton,Chelsea,2,0,22048,2023,629271,0.0,0,0,1,0.4837169945240021,0.3907467424869537,0.0,3,2,6.8,MID
0,0,4,0,0.8,249,0.01,0.01,0.0,0.48,164,0,0,0.9,7.8,2023-12-16,45,6,0,0,0,0,17,0,275686,1,2,0,0.0,1,158967,165514,6547,56,False,0,0,0,0.0,50,Burnley,Everton,0,2,22058,2023,630503,0.0,0,0,0,0.0,0.0725962594151496,0.0725962594151496,2,2,5.3,MID
0,0,11,1,12.2,249,0.01,0.05,0.04,1.11,207,0,0,2.9,8.2,2024-01-14,90,2,0,0,0,0,21,0,69576,1,0,0,9.0,3,-17985,1294,19279,55,True,0,0,1,0.0600353293120861,90,Everton,Aston Villa,0,0,22098,2023,635195,0.0690134018659591,0,1,0,0.0600353293120861,0.1822634041309356,0.0532146692276001,3,2,0.8,MID
0,0,4,0,2.2,249,0.01,0.41,0.4,0.57,243,1,0,4.2,3.4,2024-02-19,71,8,0,0,0,0,25,0,47958,1,1,1,36.0,2,-3706,181,3887,55,True,0,0,3,0.5346073508262634,73,Everton,Crystal Palace,1,1,22137,2023,642756,0.0,0,0,0,0.5346073508262634,0.1534159332513809,0.0716614946722984,2,2,0.5,MID
0,0,3,1,11.3,249,0.0,0.05,0.05,1.04,254,0,0,2.2,1.4,2024-02-24,88,5,0,0,0,0,26,0,52495,1,1,1,9.0,3,3431,5232,1801,55,False,0,0,1,0.038699347525835,90,Brighton,Everton,1,1,22148,2023,643230,0.0868522599339485,0,1,0,0.038699347525835,0.1255516111850738,0.0,2,3,0.0,MID
0,0,-3,0,33.5,249,0.03,0.28,0.25,1.28,263,2,0,4.8,4.4,2024-03-02,90,19,0,0,0,0,27,0,52821,1,3,1,10.0,2,568,3425,2857,55,True,0,0,1,0.506397545337677,90,Everton,West Ham,1,3,22157,2023,644845,0.0526889078319072,0,3,0,0.506397545337677,0.6815968751907349,0.6601369380950928,2,2,1.8,MID
0,0,3,0,4.0,249,0.01,0.18,0.17,2.21,278,2,0,3.7,3.4,2024-03-09,60,14,0,0,0,0,28,0,52077,1,0,2,30.0,1,-928,2390,3318,55,False,1,0,2,0.1235290542244911,65,Manchester United,Everton,2,0,22172,2023,646334,0.0,0,0,0,0.1235290542244911,0.1146642863750457,0.0719214975833892,2,4,2.0,MID
0,0,4,0,23.1,249,0.13,0.13,0.0,1.56,292,1,0,3.9,9.4,2024-03-30,71,3,0,0,0,0,30,0,51497,1,1,2,6.0,2,2039,3448,1409,55,False,0,0,0,0.0,74,Bournemouth,Everton,2,1,22185,2023,649761,0.1594048738479614,0,2,0,0.0,0.1594048738479614,0.0,2,2,1.7,MID
0,0,0,0,1.7,249,0.02,0.19,0.17,1.42,310,1,0,2.4,1.6,2024-04-02,59,15,0,0,0,0,31,0,51520,1,1,1,21.0,1,-51,2031,2082,55,False,0,0,2,0.1308056116104126,64,Newcastle United,Everton,1,1,22202,2023,651027,0.0,0,0,0,0.1308056116104126,0.1308056116104126,0.0,2,4,1.3,MID
0,0,1,1,4.0,249,0.04,0.09,0.05,0.46,314,0,0,3.0,6.8,2024-04-06,90,6,0,0,0,0,32,0,53716,1,0,1,19.0,3,1977,4677,2700,55,True,0,0,2,0.0359376296401023,90,Everton,Burnley,1,0,22208,2023,651719,0.0,0,0,0,0.0359376296401023,0.1980176866054535,0.1620800644159317,2,2,2.3,MID
0,0,6,0,4.4,249,0.02,0.02,0.0,2.96,325,6,0,1.0,3.6,2024-04-15,90,7,0,0,0,0,33,0,51852,1,0,6,2.0,2,-1928,2237,4165,55,False,0,0,0,0.0,90,Chelsea,Everton,6,0,22219,2023,654323,0.0,0,0,0,0.0,0.0,0.0,2,3,2.0,MID
1,0,20,1,14.3,249,0.01,0.01,0.0,0.85,334,0,0,4.4,25.6,2024-04-21,90,16,0,0,0,0,34,0,64463,1,0,2,4.0,5,8734,11133,2399,55,True,1,0,0,0.0,90,Everton,Nottingham Forest,2,0,22228,2023,655268,0.0196458455175161,1,1,0,0.0,0.1097215265035629,0.1097215265035629,2,2,4.9,MID
0,0,10,1,16.2,249,0.13,0.27,0.14,2.06,285,0,0,3.0,6.0,2024-04-24,90,11,0,0,0,0,34,0,64463,1,0,2,8.0,3,8734,11133,2399,55,True,0,0,1,0.1143866181373596,90,Everton,Liverpool,2,0,22179,2023,656315,0.0666115283966064,0,1,0,0.1143866181373596,0.2511855661869049,0.0701874122023582,4,2,4.9,MID
0,0,6,1,16.4,249,0.06,0.2,0.14,0.84,343,0,0,2.3,0.4,2024-04-27,90,4,0,0,0,0,35,0,56056,1,0,1,6.0,3,-4819,1348,6167,55,True,0,0,1,0.3023605644702911,90,Everton,Brentford,1,0,22237,2023,657161,0.0379773490130901,0,1,0,0.3023605644702911,0.5364543199539185,0.1961163878440857,2,2,3.2,MID
0,0,4,0,0.8,249,0.01,0.05,0.04,0.56,358,1,0,1.2,7.2,2024-05-03,53,12,0,0,0,0,36,0,56721,1,1,1,4.0,1,282,2744,2462,55,False,0,0,1,0.0270914305001497,60,Luton,Everton,1,1,22252,2023,658579,0.0,0,0,0,0.0270914305001497,0.0270914305001497,0.0,2,2,3.3,MID
0,0,18,1,15.0,249,0.05,1.68,1.63,0.35,363,0,1,13.0,38.8,2024-05-11,68,17,0,0,0,0,37,0,55201,1,0,1,76.0,8,-1511,2599,4110,55,True,0,1,4,1.2833930253982544,72,Everton,Sheffield United,1,0,22257,2023,660543,0.0236207824200391,0,1,1,1.2833930253982544,1.2618399858474731,0.151474118232727,2,2,4.5,MID
0,0,4,0,11.7,138,0.01,0.01,0.0,0.18,20,0,0,1.7,3.2,2023-08-19,9,20,0,0,0,0,2,0,4810,0,4,1,2.0,1,-1889,44,1933,50,False,0,0,0,0.0,7,Wolverhampton Wanderers,Brighton,1,4,22286,2023,605084,0.0354834869503974,0,1,0,0.0,0.0354834869503974,0.0,2,2,0.5,MID
0,0,4,0,14.3,138,0.04,0.04,0.0,1.15,24,1,0,2.5,5.0,2023-08-26,30,19,0,0,0,0,3,0,5205,0,3,1,6.0,1,-142,602,744,49,True,0,0,0,0.0,26,Brighton,West Ham,1,3,22301,2023,607020,0.0216564610600471,0,1,0,0.0,0.0773843452334404,0.0773843452334404,2,3,0.7,MID
