assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
3,1998-12-17,6,314,True,True,100,100,8,0.47,184029,3,,0,0,-3,3,608.9,22,18,1,,0,3,4.0,3.5,3,4.51,0.26,7.76,0.45,3.25,12.18,0.71,0.19,Martin,3.5,110,42,12,0.7,2,False,122.1,59,39,13,False,311.4,170,67,1545,0,0,0,0,0,0,0,,2024-09-10T00:30:06.311550Z,82,11,8,p184029,0,0,2,0,,184029.jpg,3.6,87,43,0,161,False,0,0.0,Ødegaard,4.8,76,24,False,None,18,1.05,a,1,3,2021-08-20,298.0,80,54,68,948190,2696,2044532,7511,0.4,8.3,Ødegaard,2
0,1995-09-15,9,406,True,True,100,100,10,0.37,154561,None,,0,0,0,0,0.4,486,14,None,,2,1,5.0,4.5,6,0.01,0.0,0.01,0.0,0.00,22.89,0.85,0.0,David,4.5,62,6,23,0.85,0,False,55.3,206,12,15,False,551.8,47,12,2430,0,0,0,0,0,0,0,,2025-01-30T11:00:08.979724Z,55,106,2,p154561,0,0,None,0,,154561.jpg,4.0,57,8,0,200,False,64,2.37,Raya Martin,26.1,10,1,False,None,27,1.0,a,1,3,2024-07-04,0.0,776,81,108,2790817,14091,2849616,14483,0.8,19.6,Raya,2
5,1999-01-14,8,429,True,True,100,100,8,0.36,204480,2,,0,0,-3,3,713.7,12,11,2,,0,3,4.7,4.2,3,4.44,0.2,6.15,0.28,1.71,17.79,0.81,0.08,Declan,4.2,77,28,21,0.96,1,False,139.5,44,30,16,False,468.0,81,26,1974,0,0,0,0,0,0,0,,2024-12-14T22:30:07.561621Z,62,57,32,p204480,0,0,None,0,,204480.jpg,3.0,142,62,1,241,False,0,0.0,Rice,2.7,112,35,False,None,23,1.05,a,1,3,2023-07-15,218.0,115,76,76,282825,1232,676085,3284,0.7,12.3,Rice,3
11,2001-09-05,16,435,True,True,0,0,6,0.43,223340,1,,0,0,2,-2,630.0,20,16,None,,4,3,0.0,0.0,0,5.60,0.4,9.77,0.7,4.17,10.52,0.75,0.3,Bukayo,0.0,781,339,13,0.92,5,False,174.9,16,12,17,False,516.2,58,17,1268,0,0,0,0,0,0,0,Hamstring injury - Expected back 01 Apr,2024-12-21T21:30:07.668871Z,102,4,3,p223340,0,0,1,0,,223340.jpg,6.7,4,3,0,241,False,0,0.0,Saka,8.6,43,11,False,None,16,1.14,i,1,3,2018-11-28,604.0,26,16,107,5223531,317,7674113,3463,0.0,10.5,Saka,3
0,2001-03-24,11,425,True,True,100,100,10,0.41,462424,None,,0,0,2,-2,88.5,265,73,None,,3,2,5.0,4.5,8,0.85,0.04,2.92,0.13,2.07,19.21,0.79,0.09,William,4.5,63,11,19,0.78,2,False,67.2,171,48,18,False,484.2,69,25,2184,0,0,0,0,0,0,0,,2025-01-18T23:00:07.959087Z,62,66,4,p462424,0,0,None,0,,462424.jpg,4.1,50,5,1,73,False,0,0.0,Saliba,22.0,15,7,False,None,25,1.03,a,1,3,2019-07-25,97.0,226,59,103,2331627,9489,4231346,11249,0.7,16.6,Saliba,2
3,1993-06-13,6,435,True,True,100,100,6,0.27,167199,None,,0,0,-1,1,287.5,101,76,None,,0,3,3.7,3.2,1,2.03,0.09,3.66,0.16,1.63,20.68,0.92,0.07,Thomas,3.2,119,43,21,0.94,3,False,89.6,107,67,20,False,465.8,84,27,2020,0,0,0,0,0,0,0,,2024-11-30T22:00:07.258906Z,49,252,158,p167199,0,0,None,0,,167199.jpg,3.1,127,55,0,81,False,0,0.0,Partey,0.8,231,73,False,None,22,0.98,a,1,3,2020-10-05,140.0,177,110,81,290267,604,263431,1394,0.7,16.5,Thomas,3
0,1997-06-05,0,15,True,True,100,100,0,0.0,192895,None,,0,0,-2,2,22.5,391,135,None,,0,2,1.0,0.5,1,0.25,0.36,0.46,0.66,0.21,0.60,0.87,0.3,Kieran,0.5,332,104,0,0.0,0,False,4.6,459,160,21,False,11.4,479,173,62,0,0,0,0,0,0,0,,2024-08-12T14:30:04.394338Z,43,575,122,p192895,0,0,None,0,,192895.jpg,1.0,449,159,0,243,False,0,0.0,Tierney,0.0,560,194,False,None,0,0.0,a,1,3,2019-08-08,11.0,399,141,4,4745,66,7134,80,0.1,0.9,Tierney,0
0,1998-11-05,0,2,True,True,0,0,0,0.0,223723,None,,0,0,-2,2,0.3,494,182,None,,0,2,0.0,0.0,0,0.00,0.0,0.18,2.7,0.18,0.04,0.6,2.7,Tomiyasu,0.0,699,250,0,0.0,0,False,1.0,507,178,22,False,0.4,523,185,6,0,0,0,0,0,0,0,Knee injury - Expected back 01 Jun,2024-10-18T16:00:06.930143Z,48,305,36,p223723,0,0,None,0,,223723.jpg,1.0,483,167,0,108,False,0,0.0,Takehiro,0.0,594,205,False,None,0,0.0,i,1,3,2021-08-31,9.0,407,144,1,1768,12,7866,11,0.0,0.2,Tomiyasu,0
6,1994-12-04,10,366,True,True,100,100,8,0.42,116216,4,,0,0,-1,1,469.5,50,42,None,,1,3,3.7,3.2,3,2.95,0.15,6.75,0.35,3.80,14.12,0.74,0.2,Leandro,3.2,126,47,17,0.89,4,False,136.4,47,31,23,False,400.4,119,43,1719,0,0,0,0,0,0,0,,2024-11-21T08:30:08.540890Z,69,31,15,p116216,0,0,4,0,,116216.jpg,3.6,86,42,1,21,False,0,0.0,Trossard,3.1,106,34,False,None,19,0.99,a,1,3,2023-01-20,496.0,42,25,96,775348,2981,695522,11623,0.5,13.9,Trossard,1
1,1997-10-08,0,117,True,True,100,100,3,0.38,198869,None,,0,0,-4,4,57.3,312,93,None,,0,2,1.0,0.5,1,0.33,0.04,0.52,0.06,0.19,9.97,1.28,0.02,Benjamin,0.5,362,114,7,0.9,0,False,22.5,344,113,24,False,133.4,313,114,703,0,0,0,0,0,0,0,,2024-11-14T13:00:07.861117Z,61,71,5,p198869,0,0,None,0,,198869.jpg,2.6,192,59,0,241,False,0,0.0,White,2.1,134,52,False,None,7,0.9,a,1,3,2021-07-30,35.0,326,108,29,150391,512,987014,512,0.1,4.8,White,2
0,1996-12-15,0,72,True,True,100,100,2,0.62,206325,None,,0,0,-2,2,33.3,358,119,None,,0,2,1.0,0.5,1,0.12,0.04,0.28,0.09,0.16,2.07,0.64,0.05,Oleksandr,0.5,347,112,0,0.0,0,False,9.7,412,139,25,False,25.2,440,158,292,0,0,0,0,0,0,0,,2024-12-09T09:30:06.099861Z,48,303,35,p206325,0,0,None,0,,206325.jpg,1.9,295,98,0,225,False,0,0.0,Zinchenko,0.9,220,84,False,None,2,0.62,a,1,3,2022-07-22,39.0,313,102,19,93277,141,313165,269,0.1,4.0,Zinchenko,1
0,1989-07-19,0,30,True,True,100,100,0,0.0,69752,None,,0,0,-4,4,0.0,620,59,None,,0,1,0.5,0.0,0,0.00,0.0,0.00,0.0,0.00,2.91,1.46,0.0,Norberto,0.0,523,66,2,1.0,0,False,7.8,428,35,73,False,77.8,376,35,180,0,0,0,0,0,0,0,,2024-10-05T17:30:06.760449Z,41,620,40,p69752,0,0,None,0,,69752.jpg,3.5,88,11,0,30,False,11,5.5,Murara Neto,0.7,237,32,False,None,2,1.0,a,1,3,2024-08-30,0.0,588,45,7,89644,181,251382,346,0.0,1.7,Neto,0
1,1994-12-08,0,37,True,True,100,100,1,0.3,103955,None,,0,0,-3,3,81.2,277,171,3,,0,3,2.0,1.5,1,0.37,0.11,1.41,0.42,1.04,2.22,0.66,0.31,Raheem,1.5,236,118,2,0.59,0,False,21.8,348,173,186,False,39.8,413,186,303,0,0,0,0,0,0,0,,2024-12-21T21:30:08.006504Z,67,36,17,p103955,0,0,None,0,,103955.jpg,1.4,388,188,0,241,False,0,0.0,Sterling,0.8,225,71,False,None,4,1.19,a,1,3,2024-08-30,99.0,223,129,17,52833,143,159899,273,0.2,2.5,Sterling,1
1,2002-05-19,1,135,True,True,100,100,1,0.1,466075,None,,0,0,-2,2,113.4,238,62,None,,1,2,1.3,0.8,0,0.63,0.07,1.49,0.16,0.86,9.24,0.96,0.09,Riccardo,0.8,310,89,11,1.15,2,False,52.9,219,66,578,False,246.0,218,83,864,0,0,0,0,0,0,0,,2025-01-12T22:00:08.460074Z,58,90,8,p466075,0,0,None,0,,466075.jpg,2.2,255,83,0,106,False,0,0.0,Calafiori,1.3,181,69,False,None,10,1.04,a,1,3,2024-07-29,170.0,152,25,36,235111,876,400374,1392,0.1,6.2,Calafiori,4
0,2006-09-26,0,119,True,True,100,0,3,0.42,499169,None,,0,0,0,0,74.6,288,174,None,,0,3,2.5,0.0,0,0.26,0.04,0.30,0.05,0.04,5.72,0.8,0.01,Myles,2.0,178,76,7,0.98,1,False,21.7,349,174,597,False,109.2,340,155,640,0,0,0,0,0,0,0,,2025-02-22T21:00:10.286547Z,45,424,266,p499169,0,0,None,0,,499169.jpg,1.5,364,170,2,241,False,0,0.0,Lewis-Skelly,0.3,327,100,False,None,8,1.12,a,1,3,2022-12-04,37.0,315,170,18,65787,1112,41358,1570,0.4,4.0,Lewis-Skelly,2
1,1996-06-22,4,212,True,True,100,100,3,0.28,195384,None,,0,0,0,0,181.9,171,115,None,,1,3,5.3,4.8,3,0.94,0.09,4.43,0.42,3.49,8.64,0.81,0.33,Mikel,4.8,50,16,10,0.94,4,False,79.5,126,76,633,False,285.0,185,79,960,0,0,0,0,0,0,0,,2025-01-27T01:00:09.275216Z,60,78,51,p195384,0,0,None,0,,195384.jpg,3.0,140,60,0,200,False,0,0.0,Merino,0.6,262,79,False,None,10,0.94,a,1,3,2024-08-27,329.0,70,45,57,101989,1615,45816,4259,0.8,9.5,Merino,2
0,2003-08-20,0,0,True,True,None,None,0,0,498046,None,,0,0,0,0,0.0,695,285,None,,0,3,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Salah-Eddine,0.0,631,241,0,0,0,False,0.0,700,284,638,False,0.0,700,285,0,0,0,0,0,0,0,0,,None,45,423,265,p498046,0,0,None,0,,498046.jpg,0.0,704,286,0,152,False,0,0,Oulad M'hand,0.0,674,276,False,None,0,0,a,1,3,2021-10-25,0.0,680,279,0,2467,16,2036,28,0.0,0.0,Oulad M'hand,0
0,2006-03-13,0,0,True,True,None,None,0,0,551221,None,,0,0,0,0,0.0,717,76,None,,0,1,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tommy,0.0,657,79,0,0,0,False,0.0,723,81,639,False,0.0,723,81,0,0,0,0,0,0,0,0,,None,45,456,18,p551221,0,0,None,0,,551221.jpg,0.0,726,81,0,241,False,0,0,Setford,0.1,544,67,False,None,0,0,a,1,3,2024-07-24,0.0,705,69,0,3993,20,4303,45,0.0,0.0,Setford,0
0,None,0,0,False,True,0,0,0,0,588793,None,,0,0,0,0,0.0,604,228,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Maldini,0.0,505,191,0,0,0,False,0.0,620,228,657,False,0.0,620,228,0,0,0,0,0,0,0,0,Loaned to Bromley,2025-02-04T10:52:26.271821Z,40,706,220,p588793,0,0,None,0,,588793.jpg,0.0,625,226,0,2,False,0,0,Kacurri,0.1,532,186,False,None,0,0,u,1,3,2024-09-14,0.0,570,218,0,11257,0,9537,70,0.0,0.0,Kacurri,0
0,2005-12-10,0,0,True,True,None,None,0,0,588796,None,,0,0,0,0,0.0,729,310,None,,0,3,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ismeal,0.0,670,271,0,0,0,False,0.0,734,309,659,False,0.0,734,310,0,0,0,0,0,0,0,0,,None,45,471,299,p588796,0,0,None,0,,588796.jpg,0.0,736,311,0,152,False,0,0,Kabia,0.0,672,274,False,None,0,0,a,1,3,2024-09-14,0.0,716,305,0,2808,20,2272,23,0.0,0.0,Kabia,0
0,2006-07-26,0,0,True,True,None,None,0,0,499167,None,,0,0,0,0,0.0,580,208,None,,0,2,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Josh,0.0,478,168,0,0,0,False,0.0,597,209,662,False,0.0,597,209,0,0,0,0,0,0,0,0,,None,40,674,192,p499167,0,0,None,0,,499167.jpg,0.0,602,207,0,241,False,0,0,Nichols,0.1,552,192,False,None,0,0,a,1,3,2024-07-24,0.0,544,196,0,5361,100,3948,116,0.0,0.0,Nichols,0
0,2003-01-04,0,0,True,True,None,None,0,0,461025,None,,0,0,0,0,0.0,677,57,None,,0,4,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Nathan,0.0,610,44,0,0,0,False,0.0,682,58,665,False,0.0,682,57,0,0,0,0,0,0,0,0,,None,45,398,66,p461025,0,0,None,0,,461025.jpg,0.0,686,62,0,241,False,0,0,Butler-Oyedeji,0.2,383,59,False,None,0,0,a,1,3,2024-09-18,0.0,661,58,0,56115,220,42604,397,0.0,0.0,Butler-Oyedeji,0
0,1982-03-26,0,0,True,True,None,None,0,0,100051017,None,,0,0,0,0,0.0,523,19,None,,0,5,7.0,6.5,5,0.00,0,0.00,0,0.00,0.00,0,0,Mikel,6.5,18,9,0,0,0,False,0.0,546,19,735,False,0.0,546,19,0,3,1,8,1,0,0,3,,None,15,768,4,man51018,0,0,None,0,,100051017.jpg,0.0,552,19,0,200,False,0,0,Arteta,7.4,263,5,False,None,0,0,a,1,3,2019-12-22,0.0,481,19,35,106291,811,68982,4097,4.3,23.3,Arteta,0
0,2008-07-15,0,0,True,True,None,None,0,0,616059,None,,0,0,0,0,0.0,614,57,None,,0,1,0.5,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jack,0.0,516,63,0,0,0,False,0.0,630,74,756,False,0.0,630,74,0,0,0,0,0,0,0,0,,None,40,717,64,p616059,0,0,None,0,,616059.jpg,0.0,635,74,0,241,False,0,0,Porter,0.0,716,74,False,None,0,0,a,1,3,2024-09-18,0.0,581,42,0,825,67,269,37,0.0,0.0,Porter,0
2,1997-08-09,2,166,True,True,100,100,2,0.17,215711,3,,0,0,-3,3,233.2,131,92,4,,0,3,0.4,0.4,0,2.88,0.24,4.49,0.37,1.61,13.79,1.14,0.13,Leon,0.4,365,174,19,1.57,1,False,69.1,162,92,28,False,144.4,305,138,1086,0,0,0,0,0,0,0,,2025-02-21T15:00:08.865618Z,62,59,34,p215711,0,0,None,0,,215711.jpg,2.0,287,126,0,107,False,0,0.0,Bailey,0.8,229,72,False,None,13,1.08,a,2,7,2021-08-04,316.0,74,49,45,178357,213,460795,1004,0.1,7.3,Bailey,3
1,1993-12-05,5,150,True,True,25,25,1,0.17,88894,None,,0,0,-3,3,115.5,236,149,None,,1,3,0.0,0.0,0,0.41,0.07,2.09,0.35,1.68,5.36,0.89,0.28,Ross,0.0,746,320,9,1.49,3,False,50.3,228,117,29,False,203.4,251,112,544,0,0,0,0,0,0,0,Calf injury - 25% chance of playing,2025-01-11T01:30:08.379812Z,52,160,96,p88894,0,0,None,0,,88894.jpg,2.5,207,88,0,241,False,0,0.0,Barkley,0.2,352,108,False,None,3,0.5,d,2,7,2024-07-01,185.0,137,88,40,26024,3,90545,114,0.0,7.7,Barkley,3
0,None,0,0,False,True,0,0,0,0,491287,None,,0,0,-1,1,0.0,755,324,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Enzo,0.0,718,302,0,0,0,False,0.0,758,324,30,False,0.0,758,324,0,0,0,0,0,0,0,0,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z,49,281,180,p491287,0,0,None,0,,491287.jpg,0.0,757,324,0,None,False,0,0,Barrenechea,0.0,662,271,False,None,0,0,u,2,7,None,0.0,748,323,0,872,0,5311,0,0.0,0.0,Barrenechea,0
0,None,0,37,False,True,0,0,0,0.0,195546,None,,0,0,-4,4,23.2,389,210,3,,0,3,0.0,0.0,0,0.03,0.03,0.68,0.69,0.65,2.27,2.3,0.66,Emiliano,0.0,740,316,2,2.02,0,False,5.2,453,216,31,False,16.4,465,215,89,0,0,0,0,0,0,0,Loaned to Bayer Leverkusen,2025-02-03T10:22:17.157838Z,51,180,109,p195546,0,0,None,0,,195546.jpg,0.9,507,241,0,10,False,0,0.0,Buendía Stati,0.1,517,188,False,None,0,0.0,u,2,7,2021-06-10,16.0,381,203,11,6966,0,16664,47,0.0,2.2,Buendia,1
1,1997-08-07,1,142,True,True,100,100,2,0.13,199796,None,,0,0,-1,1,132.7,215,56,None,,0,2,0.6,0.6,0,0.98,0.07,1.21,0.09,0.23,20.39,1.36,0.02,Matty,0.6,319,93,18,1.2,1,False,48.8,231,71,32,False,243.6,219,84,1350,0,0,0,0,0,0,0,,2025-01-31T15:00:08.473024Z,44,504,91,p199796,0,0,None,0,,199796.jpg,2.3,228,73,0,172,False,0,0.0,Cash,1.0,211,79,False,None,16,1.07,a,2,7,2020-09-03,111.0,211,53,41,200993,527,416037,1290,0.1,9.3,Cash,5
0,None,0,0,False,True,0,0,0,0,151589,None,,0,0,0,0,0.0,661,261,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Leander,0.0,593,216,0,0,0,False,0.0,666,260,33,False,0.0,666,261,0,0,0,0,0,0,0,0,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z,45,370,235,p151589,0,0,None,0,,151589.jpg,0.0,670,262,0,None,False,0,0,Dendoncker,0.2,384,122,False,None,0,0,u,2,7,None,0.0,645,255,0,18187,0,93159,43,0.0,0.0,Dendoncker,0
0,None,0,0,False,True,0,0,0,0,243557,None,,0,0,0,0,0.0,782,339,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Moussa,0.0,775,337,0,0,0,False,0.0,782,339,34,False,0.0,782,339,0,0,0,0,0,0,0,0,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,44,24,p243557,0,0,None,0,,243557.jpg,0.0,780,339,0,None,False,0,0,Diaby,0.0,677,279,False,None,0,0,u,2,7,None,0.0,782,339,0,0,0,3406,2,0.0,0.0,Diaby,0
0,None,1,69,False,True,0,0,2,0.22,165659,None,,0,0,0,0,9.2,440,151,None,,0,2,0.0,0.0,0,0.08,0.01,0.72,0.08,0.64,11.88,1.29,0.07,Diego Carlos,0.0,594,238,15,1.63,0,False,21.5,350,115,35,False,150.6,296,108,828,0,0,0,0,0,0,0,loaned to Fenerbahçe,2025-01-03T19:30:08.711012Z,45,371,57,p165659,0,0,None,0,,165659.jpg,2.1,263,87,0,30,False,0,0.0,Santos Silva,0.3,318,117,False,None,8,0.87,u,2,7,2022-06-10,54.0,287,88,21,50956,0,93739,203,0.0,4.7,Diego Carlos,1
5,1993-07-20,6,301,True,True,None,None,3,0.14,101188,2,,0,0,1,-1,517.4,38,7,2,,2,2,1.4,1.4,1,3.52,0.16,4.32,0.2,0.80,30.93,1.41,0.04,Lucas,1.4,240,62,34,1.55,0,False,106.3,85,14,36,False,434.0,102,38,1969,0,0,0,0,0,0,0,,None,46,348,47,p101188,0,0,None,0,,101188.jpg,2.6,182,55,0,73,False,0,0.0,Digne,7.5,50,16,False,None,24,1.1,a,2,7,2022-01-13,112.0,210,52,69,1936708,1333,1416228,22725,0.3,15.0,Digne,3
